champion,about,text,impact
Sona,Power Chord,It now deals 14 + (9  x  level) bonus magic damage from 24 + (12  x  level).,1.0
Sona,Power Chord,It now has a bonus effect that depends on Sona's last song played.,1.0
Sona,Hymn of Valor,Base damage reduced to 50 / 100 / 150 / 200 / 250 from 60 / 110 / 160 / 210 / 260.,1.0
Sona,Hymn of Valor,Ability power ratio increased to 0.7 from 0.5.,1.0
Sona,Hymn of Valor,Mana cost changed to 75 at all ranks from 65 / 70 / 75 / 80 / 85.,-1.0
Sona,Hymn of Valor,Power Chord - Stacatto: Deals double power chord damage.,1.0
Sona,Aria of Perseverance,Base heal increased to 35 / 70 / 105 / 140 / 175 from 30 / 55 / 80 / 105 / 130.,1.0
Sona,Aria of Perseverance,Ability power ratio reduced to 0.35 from 0.5.,1.0
Sona,Aria of Perseverance,Mana cost changed to 75 at all ranks from 65 / 70 / 75 / 80 / 85.,-1.0
Sona,Aria of Perseverance,Power Chord - Diminuendo: Debuffs the target to deal 20% less damage for 3 seconds.,1.0
Sona,Song of Celerity,Mana cost changed to 75 at all ranks from 65 / 70 / 75 / 80 / 85.,-1.0
Sona,Song of Celerity,Power Chord - Tempo: Slows the target by 25% for 2 seconds.,1.0
Sona,Crescendo,Cooldown decreased to 140 / 120 / 100 from 170 / 150 / 130.,-1.0
Sona,Crescendo,Ability power ratio increased to 0.8 from 0.7.,1.0
Veigar,General,Dance animation has been updated.,-2.0
Zilean,Time Bomb,Base damage reduced to 90 / 145 / 200 / 260 / 320 from 100 / 155 / 210 / 270 / 330.,1.0
Zilean,Time Bomb,Mana cost increased to 70 / 85 / 100 / 115 / 130 from 60 / 75 / 90 / 105 / 120.,-1.0
Zilean,Chronoshift,Base health upon revival increased to 600 / 850 / 1100 from 500 / 750 / 1000.,1.0
Zilean,Chronoshift,Ability power ratio reduced to 2.0 from 3.0.,1.0
Zilean,Chronoshift,Buff duration reduced to 7 seconds from 10.,1.0
Kayle,General,Dance animation has been updated.,-2.0
Tryndamere,General, Original Tryndamere splash art has been updated.,-2.0
Tryndamere,Undying Rage,Will now always activate before  Chronoshift and  Guardian Angel.,1.0
Veigar,General, Original Veigar splash art has been updated.,-2.0
Tristana,Rocket Jump,Has a bigger target indicator.,-2.0
Jarvan IV,,"Martial Cadence (Innate): Jarvan IV exploits his target's opening, dealing 10% of the target's current HP as magic damage. This effect cannot occur on the same target for 6 seconds.",1.0
Jarvan IV,,"Dragon Strike: Jarvan IV charges through his opponent, dealing physical damage and lowering their armor by a percentage. This will pull Jarvan IV to a Standard if it encounters one, knocking up all enemies in his path.",1.0
Jarvan IV,,Golden Aegis: Jarvan IV calls upon the ancient kings of Demacia to shield him from harm and slow surrounding enemies.,1.0
Jarvan IV,,"Demacian Standard: Passively grants Jarvan bonus attack speed and armor. Active: Throws a Demacian flag, dealing physical damage and granting passive benefits to nearby allies.",1.0
Jarvan IV,,"Cataclysm (Ultimate): Jarvan IV heroically leaps at his target, dealing physical damage and creating a circle of terrain around them for a few seconds.",1.0
Anivia,Glacial Storm,Initial mana cost reduced to 75 / 125 / 175 from 100 / 150 / 200.,-1.0
Caitlyn,Ace in the Hole,Projectile speed increased to 3200 from 2200.,1.0
Caitlyn,Ace in the Hole,Range increased to 1600 / 1900 / 2200 from 1400 / 1800 / 2200.,1.0
Caitlyn,Ace in the Hole,Initial cast time leading up to the channeling time significantly decreased.,-1.0
Ezreal,Trueshot Barrage,Now scales with the higher of a 1.0 bonus attack damage ratio OR the existing 0.9 AP ratio.,1.0
Garen,Decisive Strike,Attack damage scaling increased to 150% from 120%.,1.0
Garen,Decisive Strike,Movement speed boost duration increased to 3 seconds from 2.,1.0
Garen,Decisive Strike,Total duration available to proc the silence on hit reduced to 6 seconds from 7.,1.0
Garen,Judgment,Cooldown reduced to 14 / 13 / 12 / 11 / 10 from 15 / 14 / 13 / 12 / 11 seconds.,-1.0
Janna,Monsoon,No longer has the effect of slowing enemies who re-entered the storm by 30%.,1.0
Karma,Heavenly Wave,Base heal increased to 35 / 55 / 75 / 95 / 115 / 135 from 30 / 45 / 60 / 75 / 90 / 105.,1.0
Karma,Spirit Bond,Cooldown reduced to 15 / 14 / 13 / 12 / 11 / 10 from 20 / 18 / 16 / 14 / 12 / 10.,-1.0
Karma,Soul Shield,Base shield strength and damage increased to 80 / 120 / 160 / 200 / 240 / 280 from 70 / 110 / 150 / 190 / 230 / 270.,1.0
Karma,Mantra,Charge reload time reduced to 25 seconds from 30 seconds.,-1.0
LeBlanc,Ethereal Chains,Ability power ratio increased to 0.5 from 0.4 for both damage components.,1.0
Maokai,Twisted Advance,Fixed its level up tooltip to correctly display the increase in mana cost.,0.0
Maokai,Twisted Advance,Fixed a bug where Maokai's death animation would not play.,0.0
Mordekaiser,Mace of Spades,Ability power ratio increased to 0.4 from 0.2.,1.0
Singed,Poison Trail,Fixed a bug that was producing a 1-second cooldown upon activation.,0.0
Sivir,Boomerang Blade,Fixed a bug that was causing certain items to not show their bonus attack damage in the tooltip.,0.0
Urgot,Acid Hunter,Fixed a bug that was causing missile lock to shoot further than intended.,0.0
Zilean,Time Warp,Fixed a bug where the particle would not persist through the full duration of the movement speed modifier at later ranks.,0.0
Annie,General, Original Annie splash art has been updated.,-2.0
Evelynn,General, Original Evelynn splash art updated.,-2.0
Katarina,General, Original Katarina splash art has been updated.,-2.0
Twitch,General, Original Twitch splash art has been updated.,-2.0
Akali,General,Updated tooltips.,-2.0
Akali,Mark of the Assassin,Fixed a bug where its sound could persist after her target died.,0.0
Amumu,Stats,Base attack damage increased to 47 from 45.,1.0
Amumu,Stats,Base armor increased to 18 from 15.,1.0
Amumu,Tantrum,Passive physical damage reduction increased to 2 / 4 / 6 / 8 / 10 from 1 / 2 / 3 / 4 / 5.,1.0
Amumu,Despair,Mana cost per second reduced to 8 from 10 at all ranks.,-1.0
Amumu,Despair,Now has a new particle to match the area of effect.,-2.0
Annie,General,Updated tooltips.,-2.0
Anivia,Rebirth,Armor and magic resistance modifier changed to -40 / -25 / -10 / 5 / 20 (based on level) from -40 / -20 / 10 / 40 (based on level).,1.0
Anivia,Rebirth,"It now always shows the passive in the passive slot, and an additional buff in the buff bar with the current status (ready, active, or on cooldown).",-1.0
Anivia,Flash Frost,Fixed a bug where it stunned for 0.75 seconds instead of 1 second as the tooltip stated.,0.0
Anivia,Flash Frost,"Fixed a bug where unlike other skillshots, it could not be cast from out of range.",0.0
Anivia,Glacial Storm,Initial mana cost increased to 100 / 150 / 200 from 25 / 35 / 45.,-1.0
Anivia,Glacial Storm,Additional mana cost per second reduced to 40 / 50 / 60 from 50 / 70 / 90.,-1.0
Anivia,Glacial Storm,Slow duration reduced to 1 second from 2.5.,1.0
Ashe,General,Updated tooltips.,-2.0
Caitlyn,General,Updated tooltips.,-2.0
Cassiopeia,General,Updated tooltips.,-2.0
Dr. Mundo,Infected Cleaver,Fixed an incorrect PvP.net description.,0.0
Fiddlesticks,Stats,Base magic resistance reduced to 30 from 35.,1.0
Irelia,Transcendent Blades,Fixed a bug with an incorrect cooldown tooltip.,0.0
Jax,General,Updated tooltips.,-2.0
Karma,Spirit Bond,It now properly assigns assist markers to allies that receive the haste bonus.,0.0
Karma,Spirit Bond,Fixed a bug where it would break friendly spell shields and not apply the haste bonus.,0.0
Karma,Spirit Bond,Fixed a display bug where its beam would appear at Karma's feet for enemy players.,0.0
Kog'Maw,Bio-Arcane Barrage,Fixed a display bug with its attacks on several skins.,0.0
LeBlanc,Sigil of Silence,Fixed a bug where its sound could persist after her target died.,0.0
Malphite,General,Updated tooltips.,-2.0
Nasus,Fury of the Sands,It now updates the buff tooltip to explicitly state how much attack damage granted.,-2.0
Nasus,Fury of the Sands,Fixed a bug where the attack damage granted was not showing in your stats/character sheet.,0.0
Olaf,Undertow,Fixed a bug where it could hit the same target twice.,0.0
Pantheon,Heartseeker Strike,Now deals its damage over 1.8 seconds from 1.3 seconds.,1.0
Pantheon,Grand Skyfall,Now has a small area near the center that deals full damage (previously it was impossible to deal full damage to any target).,1.0
Rammus,General,Updated tooltips.,-2.0
Rammus,Powerball,Speed reduced by about 15%.,1.0
Renekton,Slice /  Dice,"Fixed a bug where they would remember your order after casting, causing him to move toward previous locations.",0.0
Ryze,General,Fixed a bug where Ryze's base mana regen did not get updated properly during the previous patch's revamp.,0.0
Ryze,Stats,Base magic resistance reduced to 30 from 35.,1.0
Ryze,Overload,Base damage reduced to 30 / 55 / 80 / 105 / 130 from 50 / 90 / 130 / 170 / 210.,1.0
Ryze,Overload,Ability power ratio reduced to 0.2 from 0.45.,1.0
Ryze,Overload,Range increased to 675 from 600.,1.0
Ryze,Overload,Missile speed increased to 1400 from 1200.,1.0
Ryze,Overload,Cooldown reduced to 3.5 at all ranks from 11 / 10 / 9 / 8 / 7.,-1.0
Ryze,Overload,Mana cost changed to 70 at all ranks from 30 / 65 / 80 / 95 / 110.,-1.0
Ryze,Rune Prison,No longer deals damage per tick and deals 60 / 95 / 130 / 165 / 200 damage up front (down from 80 / 120 / 160 / 200 / 240 over the duration).,1.0
Ryze,Rune Prison,Ability power ratio changed to a flat 0.6 from 0.4 / 0.6 / 0.8 / 1 / 1.2 depending on snare duration.,1.0
Ryze,Rune Prison,Now deals 5% of Ryze's maximum mana in bonus damage.,1.0
Ryze,Rune Prison,Cast range increased to 625 from 600.,1.0
Ryze,Rune Prison,Duration reduced to 1 / 1.25 / 1.5 / 1.75 / 2 from 1.2 / 1.5 / 1.8 / 2.1 / 2.4.,1.0
Ryze,Spell Flux,Base damage reduced to 50 / 70 / 90 / 110 / 130 from 70 / 85 / 100 / 115 / 130.,1.0
Ryze,Spell Flux,Ability power ratio per hit reduced to 0.35 from 0.38.,1.0
Ryze,Spell Flux,Cast range increased to 675 from 625.,1.0
Ryze,Spell Flux,Cooldown increased to 14 from 9.,-1.0
Ryze,Spell Flux,Mana cost reduced to 60 / 75 / 90 / 105 / 120 from 60 / 80 / 100 / 120 / 140.,-1.0
Ryze,Desperate Power,No longer grants ability power but now grants 15% spell vamp.,1.0
Ryze,Desperate Power,Area of effect damage percentage reduced to 50% from 65%.,1.0
Ryze,Desperate Power,Cooldown increased to 70 / 60 / 50 from 50 at all ranks.,-1.0
Ryze,Desperate Power,Duration reduced to 5 / 6 / 7 from 8 at all ranks.,1.0
Ryze,Desperate Power,Now grants a passive 75 / 150 / 225 mana.,1.0
Singed,General,Updated tooltips.,-2.0
Sivir,Boomerang Blade,Base damage increased to 75 / 120 / 165 / 210 / 255 from 20 / 70 / 120 / 170 / 220.,1.0
Sivir,Boomerang Blade,Now scales from 95% of bonus attack damage instead of 75% of total attack damage.,1.0
Sivir,Boomerang Blade,Damage reduction to each subsequent target increased to 20% from 10%.,1.0
Tryndamere,Undying Rage,Fixed a bug where it could not be activated while suppressed.,0.0
Vladimir,Crimson Pact,Bonus ability power gain reduced to 1 ability power per 40 bonus health from 1 per 25 health.,1.0
Vladimir,Sanguine Pool,It no longer grants the hidden ~25% movement speed bonus on use.,1.0
Vladimir,Sanguine Pool,It fixed a bug where Turrets would sometimes idle while Vladimir was pooled.,-2.0
Vladimir,Sanguine Pool,It fixed a bug where it would occasionally not properly draw aggro upon exiting his pool.,0.0
Zilean,General,Updated tooltips.,-2.0
Zilean,Stats,Base magic resistance reduced to 30 from 35.,1.0
Akali,Twin Disciplines,No longer deals its bonus damage to towers.,1.0
Cassiopeia,Twin Fang,Range increased to 700 from 675.,1.0
Ezreal,Rising Spell Force,Now has a particle to indicate the amount of stacks.,-2.0
Ezreal,Rising Spell Force,Fixed a tooltip bug that stated Ezreal was gaining 15% attack speed per stack instead of 10%.,0.0
Ezreal,Rising Spell Force,Fixed a bug where some of Ezreal's spells were displaying incorrect text on cast.,0.0
Galio,Resolute Smite,Area of effect size and projectile speed increased slightly.,1.0
Gragas,Barrel Roll,Fixed a bug where it was not properly drawing aggro from towers and monsters.,0.0
Jax,General,Fixed a bug where in some instances Jax would lose health while leveling.,0.0
Katarina,Death Lotus,Base damage per dagger increased to 50 / 65 / 80 from 40 / 50 / 60.,1.0
Katarina,Death Lotus,Ability power ratio per dagger reduced to 0.25 from 0.3.,1.0
Katarina,Death Lotus,Attack damage scaling per dagger reduced to 50% from 55%.,1.0
Miss Fortune,Strut,Fixed a bug where it sometimes wouldn't show a particle while active.,0.0
Miss Fortune,Bullet Time,Fixed a bug where it would occasionally scale off ability power instead of attack damage even though attack damage provided slightly more overall damage.,0.0
Mordekaiser,Iron Man,Shield generation increased to 25 / 27.5 / 30 (based on level)% from 20 / 25 / 30 (based on level)%.,1.0
Mordekaiser,Iron Man,Fixed a tooltip bug where it said it had 5% decay but it was actually 3%.,0.0
Olaf,Undertow,Fixed a bug where could not deal damage to the same target within 1 second of the previous hit.,0.0
Rammus,Powerball,Slow reduced to 20 / 25 / 30 / 35 / 40% from 28 / 36 / 44 / 52 / 60%.,1.0
Rammus,Powerball,Slow duration reduced to 3 seconds from 4.,1.0
Rammus,Puncturing Taunt,Cooldown increased to 12 from 9.,-1.0
Renekton,General,Fixed a bug where Renekton was gaining bonus attack damage while wounded.,0.0
Renekton,Stats,Health per level increased to 87 from 82.,1.0
Renekton,Stats,Base armor increased to 15.2 from 14.,1.0
Renekton,Stats,Armor per level increased to 3.8 from 3.2.,1.0
Renekton,Cull the Meek,Base damage increased to 60 / 90 / 120 / 150 / 180 from 40 / 70 / 100 / 130 / 160.,1.0
Renekton,Cull the Meek,Attack damage scaling increased to 80% from 60%.,1.0
Renekton,Cull the Meek,Basic heal reduced to 7.5% from 10%.,1.0
Renekton,Cull the Meek,Heal bonus when damaging Champions increased to 300% from 200%.,1.0
Renekton,Cull the Meek,Cooldown reduced to 8 seconds at all ranks from 12 / 11 / 10 / 9 / 8.,-1.0
Renekton,Ruthless Predator,Cooldown reduced to 13 / 12 / 11 / 10 / 9 from 14 / 13 / 12 / 11 / 10.,-1.0
Renekton,Dice,Armor reduction when furious changed to 15 / 17.5 / 20 / 22.5 / 25% from a flat 10 / 15 / 20 / 25 / 30.,1.0
Shaco,Deceive,Fixed a bug where it could be dodged.,0.0
Soraka,General,Removed  Innervating Locket from her tips.,-2.0
Soraka,Astral Blessing,Base heal changed to 60 / 120 / 180 / 240 / 300 from 80 / 130 / 180 / 230 / 280.,1.0
Soraka,Astral Blessing,Ability power ratio reduced to 0.9 from 1.,1.0
Soraka,Astral Blessing,Armor buff increased to 20 / 35 / 50 / 65 / 80 from 15 / 20 / 25 / 30 / 35.,1.0
Soraka,Astral Blessing,Buff duration reduced to 4 seconds from 9.,1.0
Teemo,Move Quick Reworked,Passive: Now grants 10 / 15 / 20 / 25 / 30% increased movement speed until struck by a champion or turret.,1.0
Teemo,Move Quick Reworked,Active: Teemo gains double his passive movement speed for 4 seconds. This bonus is not lost on hit.,1.0
Vladimir,General,Fixed a bug where Vladimir in some instances would lose health when leveling.,0.0
Vladimir,Sanguine Pool,Slow reduced to 40% from 50%.,1.0
Vladimir,Sanguine Pool,Slow duration reduced to 1 second from 1.5 seconds.,1.0
Vladimir,Tides of Blood,Health cost reduced to 30 / 40 / 50 / 60 / 70 from 30 / 45 / 60 / 75 / 90.,1.0
Renekton,,"Renekton uses a new resource system called Fury. Renekton gains Fury by attacking or dealing damage with spells. When he has gathered enough Fury, the resource will be expended to empower his skills with bonus effects.",1.0
Renekton,,"Reign of Anger (Innate): Renekton gains 5 Fury per autoattack. Having sufficient fury empowers Renekton's abilities with bonus effects, but this drains Fury. Out of combat, Renekton loses 5 Fury per second.",1.0
Renekton,Cull the Meek,"Renekton swings his blade, dealing damage to nearby enemies and healing for a portion of the damage dealt.",1.0
Renekton,Cull the Meek,Fury Bonus: Heal amount raised dramatically.,1.0
Renekton,Ruthless Predator,"Renekton's next attack swings twice, dealing damage, plus a large portion of his base damage, stunning his target briefly and applying on-hit effects each time.",1.0
Renekton,Ruthless Predator,"Fury Bonus: Renekton's next attack swings three times, dealing a huge portion of his weapon damage, stunning his target greatly and applying on-hits each time.",1.0
Renekton,Slice,"Renekton dashes forward, dealing physical damage to targets along the way. If he hits a target, he can use  Dice for a brief period of time for the same effect.",1.0
Renekton,Slice,Fury Bonus: Renekton deals 50% increased damage and reduces the armor of units hit.,1.0
Renekton,,"Dominus (Ultimate): Renekton empowers himself with dark energy, gaining size and bonus health. He deals periodic damage to enemies around him and rapidly gains Fury.",1.0
Caitlyn,Piltover Peacemaker,Base damage changed to 20 / 65 / 110 / 155 / 200 from 40 / 70 / 100 / 130 / 160.,1.0
Caitlyn,Piltover Peacemaker,Attack damage scaling increased to 1.3 from 1.,1.0
Caitlyn,Piltover Peacemaker,Damage loss per unit increased to 10% from 6%.,1.0
Caitlyn,Piltover Peacemaker,Maximum damage loss increased to 50% from 30%.,1.0
Caitlyn,Ace in the Hole,Base damage increased to 250 / 475 / 700 from 250 / 400 / 550.,1.0
Caitlyn,Ace in the Hole,Now provides vision on the target for the duration and thus is not canceled when the target leaves line of sight.,1.0
Caitlyn,Ace in the Hole,Damage is now treated as a spell instead of an attack.,1.0
Caitlyn,Ace in the Hole,No longer triggers on-hit effects like  Blessing of the Lizard Elder.,1.0
Caitlyn,Ace in the Hole,Now triggers spell effects like  Rylai's Crystal Scepter.,1.0
Caitlyn,Ace in the Hole,Cannot be dodged or blocked by  Pantheon's  Aegis Protection.,1.0
Caitlyn,Ace in the Hole,Fixed a bug where it didn't scale from the  Havoc mastery.,0.0
Cho'Gath,Feast,Now loses half stacks (rounded up) instead of 3 stacks on death.,1.0
Cho'Gath,Feast,This is inconsistent with the last known change during V1.0.0.86.,-2.0
Evelynn,Stats,Base mana reduced to 180 from 212.,1.0
Evelynn,Stats,Mana per level increased to 42 from 38.,1.0
Evelynn,Stats,Base damage reduced to 48 from 53.,1.0
Evelynn,Stats,Damage per level increased to 3.3 from 2.9.,1.0
Evelynn,Stats,Base armor reduced to 12.5 from 14.75.,1.0
Evelynn,Hate Spike,Mana cost increased to 12 / 15 / 18 / 21 / 24 from 8 / 10 / 12 / 14 / 16.,-1.0
Evelynn,Shadow Walk,Duration reduced to 10 / 20 / 30 / 40 / 50 from 20 / 30 / 40 / 50 / 60.,1.0
Evelynn,Shadow Walk,Cooldown reduced to 12 / 11 / 10 / 9 / 8 from 12 at all ranks upon breaking stealth.,-1.0
Evelynn,Malice and Spite,Duration reduced to 10 seconds from 15.,1.0
Garen,Judgment,Bonus attack damage scaling increased to 120% from 100% per second.,1.0
Heimerdinger,Techmaturgical Repair Bots,Fixed a bug where it provided less health regeneration than stated.,0.0
Heimerdinger,H-28G Evolution Turret,Improved Turret AI so they will prioritize attacking champions that attack Heimerdinger.,1.0
Heimerdinger,H-28G Evolution Turret,Turrets now work on an ammo system (25 second ammo cooldown).,-1.0
Heimerdinger,H-28G Evolution Turret,1 second placement cooldown.,-1.0
Heimerdinger,H-28G Evolution Turret,Level up progression reversed for ranks 2 and 3.,-1.0
Heimerdinger,H-28G Evolution Turret,Rank 2 - Places armor and magic resistance reducing green turrets.,1.0
Heimerdinger,H-28G Evolution Turret,Rank 3 - Places two turrets.,-2.0
Heimerdinger,H-28G Evolution Turret,Turrets bonus health on rank 4 increased to 125 from 100.,1.0
Heimerdinger,H-28G Evolution Turret,Turrets now gain 15 health per Heimerdinger level down from 21.,1.0
Heimerdinger,H-28G Evolution Turret,Turret magic resistance increased to 80 from 60.,1.0
Heimerdinger,H-28G Evolution Turret,Tooltip now references 'turrets' rather than 'towers'.,-2.0
Heimerdinger,UPGRADE!!!,Now also increases number of  Hextech Micro-Rockets to 5 while active.,1.0
Heimerdinger,UPGRADE!!!,Now also increases missile speed on  CH-1 Concussion Grenade to 1000 from 750 while active.,1.0
Heimerdinger,UPGRADE!!!,Fixed a bug where  UPGRADE!!! turrets would stop firing resistance piercing and area-effect shots.,0.0
Jax,Leap Strike,Cooldown reduced to 13 / 11 / 9 / 7 / 5 from 17 / 14 / 11 / 8 / 5.,-1.0
Jax,Counter Strike,Now shows a brighter particle when Jax has recently dodged an attack and Counter Strike is ready.,-2.0
Katarina,Shunpo,Base damage changed to 80 / 120 / 160 / 200 / 240 from 90 / 120 / 150 / 180 / 210.,1.0
Kennen,Mark of the Storm,Duration reduced to 8 seconds from 12.,1.0
Kennen,Electrical Surge,Range decreased to 800 from 825.,1.0
Lux,Stats,Fixed a bug that caused Lux to have 0 base mana regeneration.,0.0
Mordekaiser,Iron Man,Shield decay reduced to 3% from 5%.,-1.0
Nasus,Stats,Base movement speed increased to 325 from 320.,1.0
Nasus,Siphoning Strike,Damage bonus per kill increased to 3 from 2.,1.0
Olaf,Undertow,Base damage reduced to 50 / 90 / 130 / 170 / 210 from 65 / 110 / 155 / 200 / 245.,1.0
Olaf,Undertow,Attack damage scaling increased to 50% from 30%.,1.0
Olaf,Undertow,Fixed a bug where it was dealing too much damage.,0.0
Pantheon,Aegis of Zeonia,Stun duration reduced to 0.7 / 0.9 / 1.1 / 1.3 / 1.5 seconds from 1 / 1.25 / 1.5 / 1.75 / 2.,1.0
Sivir,Ricochet,Damage loss per bounce increased to 25% from 22%.,1.0
Sivir,Ricochet,Bounce radius reduced to 450 from 500.,1.0
Taric,Radiance,Fixed a bug where it would cause performance issues while on.,0.0
Tryndamere,Battle Fury,Passive critical chance increased to 10% + 0.4% per% missing health +0.5% per% missing health.,1.0
Tryndamere,Undying Rage,Duration reduced to 5 seconds from 6.,1.0
Twitch,Stats,Base attack range increased to 500 from 475.,1.0
Twitch,Ambush,Duration reduced to 10 / 20 / 30 / 40 / 50 from 20 / 30 / 40 / 50 / 60.,1.0
Twitch,Ambush,Attack speed bonus now reaches its maximum duration twice as fast.,1.0
Warwick,Blood Scent,Now properly remembers toggle state when you respawn.,0.0
Xin Zhao,Three Talon Strike,Cooldown changed to 10 seconds at all ranks from 12 / 11 / 10 / 9 / 8.,-1.0
Xin Zhao,Crescent Sweep,Base damage reduced to 125 / 225 / 325 from 125 / 250 / 375.,1.0
Zilean,Chronoshift,Duration reduced to 10 seconds from 13.,1.0
Caitlyn,Headshot (Innate),"Every 8 attacks (attacks while in brush count as 2), Caitlyn will fire a headshot, dealing either 150% damage to a champion or 250% damage to a minion.",1.0
Caitlyn,Piltover Peacemaker (Q),Caitlyn revs up her rifle for 1 second to unleash a penetrating shot which deals physical damage (deals less damage to subsequent targets).,1.0
Caitlyn,Yordle Snap Trap (W),"Caitlyn sets a trap to reveal sneaky yordles. When sprung, the trap immobilizes the champion and deals magic damage over 1.5 seconds.",1.0
Caitlyn,90 Caliber Net (E),"Caitlyn fires a heavy net to slow her target, the recoil knocks Caitlyn back.",1.0
Caitlyn,Ace in the Hole (Ultimate),"Caitlyn takes time to line up the perfect shot, dealing massive damage to a single target at a huge range. Enemy champions can intercept the bullet for their ally.",1.0
Cassiopeia,Stats,Base movement speed increased to 310 from 305.,1.0
Cassiopeia,Noxious Blast,Movement speed buff duration increased to 3 seconds from 2.,1.0
Cassiopeia,Twin Fang,Ability power ratio increased to 0.55 from 0.45.,1.0
Cassiopeia,Petrifying Gaze,Slow increased to 60% at all ranks from 40 / 50 / 60%.,1.0
Cassiopeia,Petrifying Gaze,Cooldown changed to 130 / 120 / 110 seconds from 120 at all ranks.,-1.0
Garen,Judgment,Base damage per second increased to 60 / 100 / 140 / 180 / 220 from 60 / 90 / 120 / 150 / 180.,1.0
Irelia,General,Title changed to 'The Will of the Blades' from 'the Will of the Blades'.,-2.0
Irelia,Bladesurge,Cast range increased to 650 from 600.,1.0
Irelia,Equilibrium Strike,Cast range increased to 425 from 375.,1.0
Irelia,Transcendent Blades,Base damage increased to 90 / 140 / 190 per blade from 80 / 130 / 180.,1.0
Katarina,Shunpo,"Now place Katarina on the other side of the target (relative to Katarina), rather than behind the target.",-2.0
LeBlanc,Stats,Base attack damage increased to 51 from 48.,1.0
LeBlanc,Stats,Attack damage per level increased to 3.1 from 2.9.,1.0
Malzahar,Malefic Visions,Fixed a bug where the spell cast by opposing Malzahars behaved improperly.,0.0
Miss Fortune,Make It Rain,Fixed audio timing.,0.0
Miss Fortune,Make It Rain,Fixed a bug that caused the audio not to play at certain distances.,0.0
Olaf,Vicious Strikes,Base damage reduced to 7 / 14 / 21 / 28 / 35 from 10 / 17 / 24 / 31 / 38.,1.0
Olaf,Vicious Strikes,Health scaling increased to 1.0% from 0.5%.,1.0
Pantheon,Grand Skyfall,Now more visible to allies,-2.0
Pantheon,Grand Skyfall,The green circle that allies see now appears since Pantheon starts channeling instead of being drawn until he leaps into the air.,-2.0
Pantheon,Grand Skyfall,The red circle that enemies see still draws when he leaps into the air.,-2.0
Udyr,Tiger Stance,"Initial damage effect can now be triggered any time in Tiger Stance, or within 5 seconds of casting it even if you switch stances.",1.0
Udyr,Tiger Stance,Base damage changed to 30 / 80 / 130 / 180 / 230 from 40 / 80 / 120 / 160 / 200.,1.0
Udyr,Tiger Stance,Attack damage scaling increased to 170% from 150%.,1.0
Udyr,Tiger Stance,Ability power scaling removed from a 0.6 ability power ratio.,1.0
Udyr,Tiger Stance,Persistent attack speed increased to 20 / 25 / 30 / 35 / 40% from 15 / 20 / 25 / 30 / 35%.,1.0
Udyr,Tiger Stance,Restored the hit particle to Tiger Stance's basic attacks.,-2.0
Udyr,Phoenix Stance,Breath damage reduced to 40 / 80 / 120 / 160 / 200 from 50 / 95 / 140 / 185 / 230.,1.0
Udyr,Phoenix Stance,Flame attack timer reduced to every 3 attacks from 4.,-1.0
Cassiopeia,Deadly Cadence (Innate),After casting an ability any subsequent abilities cast will cost 10% less for 5 seconds. This ability stacks up to 5 times.,1.0
Cassiopeia,Noxious Blast (Q),"Cassiopeia blasts an area with a delayed high damage poison, granting her increased Movement Speed if she hits a champion.",1.0
Cassiopeia,Miasma (W),"Cassiopeia releases a cloud of poison, lightly damaging and slowing any enemy that happens to pass through it.",1.0
Cassiopeia,,Twin Fang (E) Cassiopeia lets loose a damaging attack at her target. If the target is poisoned the cooldown of this spell is refreshed.,-1.0
Cassiopeia,Petrifying Gaze (Ultimate),"Cassiopeia releases a swirl of magical energy from her eyes, stunning any enemies in front of her that are facing her and slowing any others with their back turned.",1.0
Cho'Gath,Rupture,Delay reduced to 0.75 seconds from 0.8.,-1.0
Cho'Gath,Carnivore,Health restored upon kill reduced to 34 - 68 (based on level) from 40 - 82 (based on level).,1.0
Cho'Gath,Carnivore,Mana restored upon kill reduced to 7 - 15.5 (based on level) from 8 - 16.5 (based on level).,1.0
Ezreal,Stats,Base damage increased to 47.6 from 45.,1.0
Ezreal,Stats,Damage per level increased to 3 from 2.6.,1.0
Ezreal,Stats,Base attack speed increased to 0.665 from 0.658.,1.0
Fiddlesticks,Terrify,Cooldown changed to 14 / 13 / 12 / 11 / 10 from 12 at all ranks.,-1.0
Fiddlesticks,Terrify,Mana cost reduced to 65 / 80 / 95 / 110 / 125 from 65 / 85 / 105 / 125 / 145.,-1.0
Fiddlesticks,Drain,Mana cost reduced to 80 / 90 / 100 / 110 / 120 from 80 / 95 / 110 / 125 / 140.,-1.0
Fiddlesticks,Crowstorm,Mana cost reduced to 150 / 200 / 250 from 200 / 300 / 400.,-1.0
Garen,Decisive Strike,Base damage reduced to 30 / 45 / 60 / 75 / 90 from 40 / 60 / 80 / 100 / 120.,1.0
Garen,Decisive Strike,Attack damage scaling increased to 120% from 100%.,1.0
Garen,Judgment,Base damage per second changed to 60 / 90 / 120 / 150 / 180 from 30 / 70 / 110 / 150 / 190.,1.0
Garen,Judgment,Damage per second now scales off 100% of his bonus attack damage rather than 70% of his total attack damage.,1.0
Garen,Judgment,Damage now ticks once per second instead of once every half second.,1.0
Gragas,Drunken Rage,Damage reduction reduced to 10 / 12 / 14 / 16 / 18% from 10 / 14 / 18 / 22 / 26%.,1.0
