,champion,about,text,impact
16718,Master Yi,Stats,Attack speed per level reduced to 2.75% from 2.98%.,1.0
16719,Master Yi,Double Strike,"New Innate: Every 4th consecutive basic attack, Master Yi will attack twice, dealing 50% damage on the second strike.",1.0
16720,Master Yi,Double Strike,"Old Innate: After 7 basic attacks, Master Yi will strike his next target twice, if the first strike doesn't kill the target. The second strike triggers on-hit effects, including Double Strike's attack counter, and can  critically strike.",1.0
16722,Master Yi,Alpha Strike,"Active: Master Yi becomes untargetable and dashes to up to 4 units, dealing 25 / 60 / 95 / 130 / 165 (+100% AD) physical damage and 75 / 100 / 125 / 150 / 175 bonus damage to minions. Alpha Strike can  critically strike for 60% AD bonus damage.",1.0
16723,Master Yi,Alpha Strike,Alpha Strike's cooldown is reduced by 1 second each time he basic attacks.,-1.0
16725,Master Yi,Alpha Strike,"Active: Master Yi blinks to a target enemy, dealing 100 / 150 / 200 / 250 / 300 (+100% AP) magic damage to it and up to three other enemies within a small range of the target, with a 50% chance to deal 260 / 320 / 380 / 440 / 500 bonus damage to minions and monsters. Master Yi is untargetable during Alpha Strike's duration, appearing at the initial target's location after the effect ends. If the initial target dies before Alpha Strike ends, Master Yi reappears at his original location instead.",1.0
16726,Master Yi,Alpha Strike,Mana cost increased to 70 / 80 / 90 / 100 / 110 from 60 / 70 / 80 / 90 / 100.,-1.0
16727,Master Yi,Alpha Strike,Cooldown increased to 18 / 17 / 16 / 15 / 14 seconds from 18 / 16 / 14 / 12 / 10.,-1.0
16729,Master Yi,Meditate,"Active: Master Yi channels for 4 seconds, gaining 40 / 45 / 50 / 55 / 60% damage reduction and healing for 30 / 50 / 70 / 90 / 110 (+30% AP) per second. The heal is increased by 0% - 100% (based on missing health).",1.0
16730,Master Yi,Meditate,The damage reduction is halved against turrets.,1.0
16732,Master Yi,Meditate,"Active: Master Yi channels for 5 seconds, gaining 100 / 150 / 200 / 250 / 300 bonus armor, magic resistance, and regenerates 40 / 70 / 100 / 130 / 160 (+40% AP) health per second while channeling. Master Yi also heals at the beginning and end of the channel, if it lasts for the full 5 seconds. Maximum heal: 200 / 350 / 500 / 650 / 800 (+200% AP).",1.0
16734,Master Yi,Wuju Style,Passive: Master Yi gains 7 / 9 / 11 / 13 / 15% attack damage.,1.0
16735,Master Yi,Wuju Style,Active: Master Yi deals 10 / 15 / 20 / 25 / 30 (+10 / 12.5 / 15 / 17.5 / 20% AD) true damage on-hit for 5 seconds. Wuju Style's passive bonus is lost while the skill is on cooldown.,-1.0
16737,Master Yi,Wuju Style,Passive: Master Yi gains 15 / 20 / 25 / 30 / 35 bonus attack damage.,1.0
16738,Master Yi,Wuju Style,"Active: For 10 seconds, Master Yi gains bonus attack damage equal to double the passive bonus.",1.0
16739,Master Yi,Wuju Style,Mana cost reduced to 0 from 40.,-1.0
16740,Master Yi,Wuju Style,Cooldown reduced to 18 / 17 / 16 / 15 / 14 seconds from 25 / 23 / 21 / 19 / 17.,-1.0
16742,Master Yi,Highlander,"Passive: Whenever Master Yi kills a champion, the cooldowns on his basic abilities are reduced by 18 seconds, halved for assists.",-1.0
16743,Master Yi,Highlander,"Active: For 10 seconds, Master Yi gains 30 / 55 / 80% bonus attack speed and 20 / 32.5 / 45% bonus movement speed. If Master Yi scores a kill or assist while Highlander is active, Highlander's duration is extended by 4 seconds.",1.0
16745,Master Yi,Highlander,"Active: For 8 / 10 / 12 seconds, Master Yi gains 40 / 60 / 80% bonus attack speed, 40% bonus movement speed, and immunity to movement speed slows, but remains vulnerable to other forms of crowd control. Killing a champion during Highlander will restore all of Master Yi's cooldowns, and each assist during Highlander will restore half of his base cooldowns.",1.0
16746,Nami,Aqua Prison,Fixed a bug where the stun sometimes lasted longer than intended.,0.0
16747,Poppy,Heroic Charge,Fixed a bug where Poppy would retain her previous move or attack order after charging.,0.0
16748,Poppy,Heroic Charge,Fixed a bug that caused Poppy to stutter briefly after charging.,0.0
16749,Ryze,Overload,Cast range reduced to 600 from 650.,1.0
16750,Ryze,Rune Prison,Cast range reduced to 600 from 625.,1.0
16751,Ryze,Rune Prison,Mana cost reduced to 60 / 70 / 80 / 90 / 100 from 80 / 90 / 100 / 110 / 120.,-1.0
16752,Ryze,Spell Flux,Cast range reduced to 600 from 675.,1.0
16753,Ryze,Desperate Power,Bonus movement speed increased to 60 / 70 / 80 from 35 / 40 / 45 / 50 / 55.,1.0
16754,Thresh,Stats,Base health reduced to 411 from 452.,1.0
16755,Thresh,Stats,Base armor reduced to 12 from 18.,1.0
16756,Thresh,Damnation,Souls now always grant 0.75 armor and ability power instead of starting at 1.0 and granting diminishing returns per soul collected.,1.0
16758,Twisted Fate,Pick a Card,Now has 8 seconds to lock the card and 4 seconds to throw it instead of 10 seconds to do both.,1.0
16760,Vayne,Condemn,Fixed a bug where the cast range was longer than intended (650 instead of 550).,0.0
16761,Vayne,Final Hour,Cooldown increased to 100 / 92.5 / 85 / 77.5 / 70 seconds from 70 at all ranks.,-1.0
16762,Warwick,Infinite Duress,Fixed a bug where damage would continue to be dealt after being interrupted by enemy champions.,0.0
16763,Zac,Elastic Slingshot,Damage reduced to 80 / 120 / 160 / 200 / 240 from 80 / 130 / 180 / 230 / 280.,1.0
16764,Brand,Pillar of Flame,Mana cost reduced to 70 / 75 / 80 / 85 / 90 from 70 / 80 / 90 / 100 / 110.,-1.0
16765,Brand,Conflagration,Mana cost increased to 70 / 75 / 80 / 85 / 90 from 60 / 65 / 70 / 75 / 80.,-1.0
16766,Brand,Pyroclasm,Mana cost reduced to 100 at all ranks from 100 / 150 / 200.,-1.0
16767,Corki,Valkyrie,Mana cost reduced to 50 from 100.,-1.0
16768,Corki,Missile Barrage,Mana cost reduced to 20 at all ranks from 30 / 35 / 40.,-1.0
16769,Draven,League of Draven (New Innate),"When Draven catches a  Spinning Axe, or kills a minion or monster, he gains one stack of Adoration. When Draven kills an enemy champion, he consumes half of his Adoration stacks and gains  3 per stack consumed. Draven loses half of his Adoration stacks upon death.",1.0
16770,Evelynn,Agony's Embrace,Fixed a bug where the Sated buff and visual effect appeared when Evelynn hit only spell-shielded targets (visual change only).,0.0
16771,Hecarim,Rampage,Mana cost changed to 24 / 28 / 32 / 36 / 40 from 25 at all ranks.,-1.0
16772,Janna,Monsoon,Fixed a bug where the buff icon countdown didn't properly match the 4-second channeling time.,0.0
16773,Jayce,Shock Blast,Basic missile speed increased to 1450 from 1350. (Accelerated Shock Blast missile speed remains the same.),1.0
16774,Jayce,Acceleration Gate,Cooldown increased to 16 seconds at all ranks from 14 / 13 / 12 / 11 / 10.,-1.0
16775,Kayle,Righteous Fury,AoE effect no longer affects towers.,1.0
16776,Kennen,Stats,Base attack damage at level 1 reduced to 47.2 from 51.3.,1.0
16777,Kennen,Mark of the Storm,Mark duration reduced to 6 seconds from 8.,1.0
16778,LeBlanc,Mirror Image,The Mirror Image will now attempt to run instead of standing still.,1.0
16779,LeBlanc,Sigil of Silence,Mana cost reduced to 50 / 60 / 70 / 80 / 90 from 70 / 75 / 80 / 85 / 90.,-1.0
16780,LeBlanc,Sigil of Silence,Damage changed to 55 / 80 / 105 / 130 / 155 (+0.4 ability power) for both initial impact damage and mark detonation damage from was 70 / 110 / 150 / 190 / 230 (+0.6 ability power) for the impact damage and 20 / 40 / 60 / 80 / 100 (+0.2 ability power) for the mark detonation damage.,1.0
16781,LeBlanc,Sigil of Silence,Silence duration reduced to 1.5 seconds from 2.,1.0
16782,LeBlanc,Distortion,Cooldown now starts on cast rather than after returning to your Distortion.,-1.0
16783,LeBlanc,Distortion,Mana cost increased to 80 / 90 / 100 / 110 / 120 from 80 at all ranks.,-1.0
16784,LeBlanc,Distortion,Fixed a bug where Distortion was visible in the fog of war.,0.0
16785,LeBlanc,Ethereal Chains,Slow duration (and time until root) reduced to 1.5 seconds from 2.,1.0
16786,LeBlanc,Ethereal Chains,Root duration changed to 1.5 at all ranks seconds from 1 / 1.3 / 1.6 / 1.9 / 2.2.,1.0
16787,LeBlanc,Ethereal Chains,Cooldown increased to 14 / 13 / 12 / 11 / 10 seconds from 10 at all ranks.,-1.0
16788,LeBlanc,Mimic,Mana cost reduced to 0 at all ranks from 100 / 50 / 0.,-1.0
16789,LeBlanc,Mimic,All mimicked abilities now deal their own base damage instead of amplifying the base spell's damage.,1.0
16790,LeBlanc,Mimic: Sigil of Silence,Now deals 100 / 200 / 300 (+0.65 ability Power) damage once on impact and again if the mark is detonated.,1.0
16791,LeBlanc,Mimic: Distortion,Cooldown now starts on cast rather than after returning to your Distortion.,-1.0
16792,LeBlanc,Mimic: Distortion,Now deals 150 / 225 / 300 / 375 / 450 (+0.975 ability power) damage on impact.,1.0
16793,LeBlanc,Mimic: Ethereal Chains,Now deals 100 / 200 / 300 (+0.65 ability power) damage once on impact and again if the target is rooted.,1.0
16794,Malzahar,Call of the Void,Now correctly grants vision on the entire line path.,0.0
16795,Malzahar,Call of the Void,Damaged targets will now always become visible.,1.0
16796,Malzahar,Malefic Visions,"Will now jump when active on a zombified champion (i.e.  Karthus,  Kog'Maw,  Zyra, etc.).",1.0
16797,Master Yi,Double Strike,Fixed a bug where  Guinsoo's Rageblade wasn't properly giving 2 stacks.,0.0
16798,Morgana,Dark Binding,Fixed a bug where Dark Binding wasn't properly snaring stealthed champions.,0.0
16799,Nasus,Siphoning Strike,Bonus damage now displayed as a buff on Nasus.,1.0
16801,Nunu & Willump,Stats,Health per level reduced to 96 from 108.,1.0
16802,Nunu & Willump,Consume,Damage reduced to 500 / 625 / 750 / 875 / 1000 from 600 / 700 / 800 / 900 / 1000.,1.0
16804,Pantheon,Spear Shot,Fixed a bug where Spear Shot was not scaling with bonus critical strike damage when hitting an enemy below 15% health.,0.0
16805,Riven,Broken Wings,Fixed a bug that made it possible to chain more than 3 strikes.,0.0
16806,Shen,Ki Strike,Fixed a bug where the visual effect wasn't properly appearing at the start of the game.,0.0
16808,Shyvana,Fury of the Dragonborn remade and renamed to  Dragonborn,Gains 5 / 10 / 15 / 20 (based on level) armor and magic resist. These bonuses are doubled in Dragon Form.,1.0
16809,Shyvana,Flame Breath,No longer reduces armor by 15%.,1.0
16810,Shyvana,Flame Breath,Now passes through all units hit instead of stopping at the first.,1.0
16811,Shyvana,Flame Breath,Debuff duration increased to 5 seconds from 4.,1.0
16812,Shyvana,Flame Breath,Damage reduced to 80 / 115 / 150 / 185 / 220 from 80 / 125 / 170 / 215 / 260.,1.0
16813,Shyvana,Flame Breath,On-hit magic damage to debuffed targets changed to 2% of the target's maximum health from 15% of Flame Breath's damage (12 / 18.75 / 25.5 / 32.25 / 39 + 0.09 ability power).,1.0
16814,Shyvana,Burnout,Fixed a bug where Burnout wasn't scaling with attack damage when Shyvana was in Dragon Form.,0.0
16815,Shyvana,Dragon's Descent,Passive armor/magic resistance component removed.,1.0
16816,Shyvana,Dragon's Descent,Passive fury gain increased to 1 / 2 / 3 per 1.5 seconds from 1 at all ranks.,1.0
16817,Shyvana,Dragon's Descent,Fury decay while in Dragon Form reduced to 5 per second from 6 per second.,-1.0
16819,Twitch,Ambush,Fixed a bug where Twitch could revive in stealth when  Guardian Angel or  Chronoshift was active on him.,0.0
16820,Vayne,Final Hour,Stealth from Final Hour will now properly be broken upon launching a basic attack.,0.0
16821,Zac,Elastic Slingshot,Fixed a bug where aiming could preemptively break the targets' spell shields.,0.0
16822,Ziggs,Satchel Charge,"Can now be reactivated while in flight, causing the Satchel Charge to detonate on landing.",1.0
16823,Ziggs,Satchel Charge,Missile speed increased to 1750 from 1600.,1.0
16824,Ziggs,Satchel Charge,Increased knockback distance to 400 from 350.,1.0
16825,Ziggs,Satchel Charge,"Cooldown now starts when Satchel Charge is cast, not when it detonates.",-1.0
16826,Singed,Stats,Armor per level reduced to 2 from 3.5.,1.0
16827,Singed,Insanity Potion,Cooldown increased to 120 seconds from 100.,-1.0
16828,Kassadin,Riftwalk,Cooldown increased to 9 / 8 / 7 seconds from 7 / 6 / 5.,-1.0
16829,Kassadin,Riftwalk,Range reduced to 600 from 700.,1.0
16831,Annie,Summon Tibbers,Tibbers' health increased to 1200 / 2100 / 3000 from 1200 / 1600 / 2000.,1.0
16832,Annie,Summon Tibbers,Tibbers' magic resist increased to 30 / 50 / 70 from 25 / 45 / 65.,1.0
16833,Annie,Summon Tibbers,Mana cost reduced to 100 at all ranks from 125 / 175 / 225.,-1.0
16834,Ashe,Focus,Ashe now gains 3 / 4 / 5 / 6 Focus stacks every second while not attacking instead of gaining critical strike chance.,1.0
16835,Ashe,Focus,Ashe will critically strike on her next basic attack when she reaches 100 Focus stacks.,1.0
16836,Ashe,Focus,Initial Focus stacks are equal to Ashe's critical strike chance.,1.0
16837,Corki,Missile Barrage,Fixed a bug where Missile Barrage would sometimes fail to deal damage.,0.0
16839,Gangplank,Cannon Barrage,Slow refresh rate reduced to 0.25 seconds.,1.0
16840,Hecarim,Devastating Charge,New Effect: If the target is beyond narrow terrain Hecarim will leap over it to reach them.,1.0
16841,Hecarim,Onslaught of Shadows,Removed: Dealing 50 / 125 / 200 + 40% AP damage at end location.,1.0
16842,Hecarim,Onslaught of Shadows,Spectral rider base damage increased to 150 / 250 / 350 from 100 / 200 / 300,1.0
16843,Hecarim,Onslaught of Shadows,Spectral rider AP ratio increased to 100% AP from 40% AP.,1.0
16844,Karma,Inner Flame,Mana cost reduced to 50 / 55 / 60 / 65 / 70 from 50 / 60 / 70 / 80 / 90.,-1.0
16845,Karma,Inner Flame,Explosion radius increased to 250 from 230.,1.0
16846,Karma,Focused Resolve,Bug Fix: Not granting vision of rooted target.,0.0
16847,Karma,Renewal,Heal changed to 20% +1% per 100 AP missing health on-cast followed by the same amount over tether duration from 25% missing health over time.,1.0
16848,Karma,Defiance,Bug Fix: Allied area-of-effect shield not accounting for AP ratio.,0.0
16849,Kha'Zix,Taste Their Fear,New Effect: Isolation grants 45% bonus damage.,1.0
16850,Kha'Zix,Evolved Enlarged Claws,New Effect: Grants 8% of target's missing health bonus damage (further increased by Isolation).,1.0
16851,Kha'Zix,Void Spike,New Effect: Targets hit are slowed by 20% for 2 seconds.,1.0
16852,Kha'Zix,Void Spike,Mana cost reduced to 55 / 60 / 65 / 70 / 75 from 60 / 70 / 80 / 90 / 100.,-1.0
16853,Kha'Zix,Void Spike,AD ratio increased to 100% AD from 90% AD.,1.0
16854,Kha'Zix,Void Spike,Removed: Being able to be cast during  Leap.,1.0
16855,Kha'Zix,Evolved Spike Racks,Removed: No longer consumes or applies  Unseen Threat.,1.0
16856,Kha'Zix,Void Assault,Stealthed damage reduction increased to 50% from 40%.,1.0
16857,Kog'Maw,Void Ooze,Bug Fix: Fixed a bug where the slow wasn't reduced by Tenacity /  Slow Resist.,0.0
16858,Kog'Maw,Void Ooze,"New Effect: Missile now applies a 1-second slow to targets struck, refreshing every .25 seconds.",1.0
16859,Lissandra,Ring of Frost,Cooldown reduced to 14 / 13 / 12 / 11 / 10 seconds from 18 / 16 / 14 / 12 / 10.,-1.0
16860,Lissandra,Ring of Frost,Mana cost reduced to 50 from 70.,-1.0
16861,Lissandra,Ring of Frost,Bug Fix: Root not applying if Lissandra dies.,0.0
16862,Lissandra,Glacial Path,Cooldown start changed to on-cast from reactivation/projectile travel end.,-1.0
16863,Lissandra,Frozen Tomb,Self-cast duration increased to 2.5 seconds from 1.5.,1.0
16864,Lissandra,Frozen Tomb,Slow increased to 20 / 30 / 40% from 20% at all ranks.,1.0
16865,Lissandra,Frozen Tomb,Base damage reduced to 150 / 250 / 350 from 150 / 300 / 450.,1.0
16866,Lulu,Wild Growth,Slow refresh rate reduced to 0.25 seconds.,1.0
16868,Lux,Lucent Singularity,Slow refresh rate reduced to 0.25 seconds.,1.0
16869,Lux,Lucent Singularity,NEW EFFECT: Applies a 0.25 seconds slow to targets hit by the detonation.,1.0
16870,Miss Fortune,Make It Rain,Slow refresh rate reduced to 0.25 seconds.,1.0
16871,Nautilus,Titan's Wrath,Base damage changed to 40 / 55 / 70 / 85 / 100 from 30 / 55 / 80 / 105 / 130.,1.0
16872,Nautilus,Titan's Wrath,Bug Fix: Damage over time AP ratio being lower than intended.,0.0
16874,Sejuani,Flail of the Northern Winds,Health ratio reduced to 10% bonus health from 16%.,1.0
16875,Sejuani,Permafrost,Slow duration reduced to 1.5 / 1.75 / 2 / 2.25 / 2.5 seconds from 2 / 2.25 / 2.5 / 2.75 / 3.,1.0
16876,Sejuani,Glacial Prison,Disable duration reduced to 1.25 / 1.5 / 1.75 seconds from 1.5 / 1.75 / 2.,1.0
16877,Singed,Mega Adhesive,Slow refresh rate reduced to 0.25 seconds.,1.0
16878,Sona,Stats,Base health increased to 450 from 410.,1.0
16879,Sona,Stats,Base armor increased to 11.3 from 9.3.,1.0
16881,Sona,,Base Power Chord damage changed to 13 - 192 (based on level) from 8 + (10  x  level).,1.0
16882,Sona,Aria of Perseverance,Fixed a bug where  Diminuendo was not reducing the target's damage.,0.0
16883,Sona,Aria of Perseverance, Diminuendo duration reduced to 3 seconds from 4.,1.0
16884,Sona,Aria of Perseverance,Self and allied bonus resistances reduced to 6 / 7 / 8 / 9 / 10 from 8 / 11 / 14 / 17 / 20.,1.0
16885,Sona,Aria of Perseverance,Aura bonus resistances aura changed to 6 / 7 / 8 / 9 / 10 from 3 / 6 / 9 / 12 / 15.,1.0
16886,Thresh,Death Sentence,Fixed a bug where Thresh could cast  Flash while casting Death Sentence.,0.0
16887,Trundle,Pillar of Ice,Slow refresh rate reduced to 0.25 seconds.,1.0
16888,Varus,Piercing Arrow,Fixed a bug where casting Piercing Arrow while targeting an enemy would cause Varus to stop moving.,0.0
16889,Varus,Hail of Arrows,Slow refresh rate reduced to 0.25 seconds.,1.0
16890,Vi,Blast Shield,Fixed a bug where Blast Shield's cooldown at higher levels was 1 second longer than intended.,0.0
16891,Vi,Vault Breaker,Fixed a bug where casting Vault Breaker while targeting an enemy would cause Vi to stop moving.,0.0
16892,Viktor,Gravity Field,Slow refresh rate reduce to 0.25 seconds.,1.0
16893,Akali,Twilight Shroud,Now grants vision in the area of effect.,1.0
16894,Akali,Shadow Dance,Essence of Shadow charge time reduced to 30 / 22.5 / 15 seconds from 35 / 25 / 15.,-1.0
16895,Caitlyn,Stats,Base attack speed reduced to 0.625 from 0.668.,1.0
16896,Caitlyn,Stats,Attack speed per level increased to 4% from 3%.,1.0
16897,Caitlyn,Headshot,No longer gains stacks when attacking structures.,1.0
16898,Cassiopeia,Twin Fang,Now counts as a single target spell for the sake of items like  Rylai's Crystal Scepter.,1.0
16899,Diana,Moonsilver Blade,Damage reduced to 20 - 250 (based on level) (+0.6 ability power) from 20 - 290 (based on level) (+0.6 ability power),1.0
16900,Diana,Moonsilver Blade,Range of the cleave behind Diana reduced.,1.0
16901,Diana,Pale Cascade,Total damage changed to 66 / 102 / 138 / 174 / 210 from 60.,1.0
16902,Diana,Pale Cascade,Shield reduced to 40 / 55 / 70 / 85 / 100 (+0.3 ability power) from 55 / 80 / 105 / 130 / 155 (+0.45 ability power).,1.0
16903,Diana,Pale Cascade,The second application of the shield now stacks with the first shield instead of replacing it.,1.0
16904,Elise,Skittering Frenzy,Ability power ratio increased to 0.04 from 0.02.,1.0
16905,Elise,Spider Form,No longer grants bonus armor and magic resist.,1.0
16906,Jarvan IV,Demacian Standard,Vision radius of the Standard reduced to 700 from 850.,1.0
16907,Karma,Mantra -  Soulflare,Slow area now spawns directly under the primary target.,1.0
16908,Miss Fortune,Impure Shots,Max stacks increased to 5 from 4.,1.0
16909,Miss Fortune,Impure Shots,Damage per stack reduced to 4 / 6 / 8 / 10 / 12 from 6 / 8 / 10 / 12 / 14.,1.0
16911,Nami,General,Basic attack missile speed increased to 1500 from 1350,1.0
16912,Nami,Surging Tides,Bonus movement speed increased to 40 from 30.,1.0
16913,Nami,Aqua Prison,Stun duration increased to 1.5 seconds from 1.25.,1.0
16914,Nunu & Willump,Consume,Damage increased to 600 / 700 / 800 / 900 / 1000 from 500 / 600 / 700 / 800 / 900.,1.0
16915,Nunu & Willump,Consume,Healing reduced to 90 / 130 / 170 / 210 / 250 from 125 / 180 / 235 / 290 / 345.,1.0
16916,Nunu & Willump,Consume,Healing AP ratio reduced to 0.75 from 1.0.,1.0
16917,Nunu & Willump,Consume,Consume now grants bonuses for 120 / 150 / 180 / 210 / 240 seconds based on the type of monster consume was used on:,1.0
16918,Nunu & Willump,Consume,Golem-type monsters grant 10% increased size and maximum Health.,1.0
16919,Nunu & Willump,Consume,Lizard-type monsters grant Nunu's attacks and spells additional magic damage equal to 1% of Nunu's maximum health.,1.0
16920,Nunu & Willump,Consume,Wraith or Wolf-type monsters grant 15% movement speed for 3 seconds after Nunu kills a unit.,1.0
16921,Quinn,Vault,Fixed a bug where Vault failed to interrupt targets that were immune to slows.,0.0
16922,Rammus,Puncturing Taunt,Can no longer target minions.,1.0
16923,Rumble,Flamespitter,Damage reduced to 75 / 135 / 195 / 255 / 315 (+1.0 ability power) from 90 / 160 / 230 / 300 / 370 (+1.35 ability power).,1.0
16924,Rumble,Flamespitter,Danger Zone damage bonus increased to 50% from 25%.,1.0
16925,Rumble,Electro Harpoon,Damage reduced to 45 / 70 / 95 / 120 / 145 (+0.4 ability power) from 55 / 85 / 115 / 145 / 175 (+0.5 ability power).,1.0
16926,Syndra,Scatter the Weak,Improved detection of  Dark Spheres at longer ranges.,1.0
16928,Twisted Fate,Pick a Card,Now restores 50 / 75 / 100 / 125 / 150 mana instead of 26 / 39 / 52 / 65 / 78 (+0.6 total attack damage).,1.0
16929,Twisted Fate,Stacked Deck,No longer grants cooldown reduction.,1.0
16930,Twisted Fate,Stacked Deck,Bonus attack speed increased to 10 / 15 / 20 / 25 / 30% from 3 / 6 / 9 / 12 / 15%,1.0
16931,Twisted Fate,Destiny,Cooldown increased to 180 / 150 / 120 seconds from 150 / 135 / 120.,-1.0
16933,Udyr,Tiger Stance,Fixed a bug that caused Tiger Strike to only apply in the first 5 seconds of the stance.,0.0
16934,Varus,Stats,Base movement speed reduced to 330 from 335.,1.0
16935,Varus,Piercing Arrow,Minimum damage increased to 10 / 47 / 83 / 120 / 157 from 10 / 43 / 77 / 110 / 143.,1.0
16936,Varus,Piercing Arrow,Maximum damage increased to 15 / 70 / 125 / 180 / 235 from 15 / 65 / 115 / 165 / 215.,1.0
16937,Varus,Piercing Arrow,Improved hit detection at the end of the missile.,1.0
16938,Varus,Hail of Arrows,Damage reduced to 65 / 100 / 135 / 170 / 205 from 65 / 105 / 145 / 185 / 225.,1.0
16939,Varus,Chain of Corruption,Improved hit detection at the end of the missile.,1.0
16940,Warwick,Infinite Duress,Channel time reduced to 1.5 seconds from 2.1 (the target is still suppressed for the full 1.8 seconds).,-1.0
16942,Zac,Stats,Base health regen reduced to 7.0 from 12.5.,1.0
16943,Zac,Let's Bounce!,Damage reduced to 140 / 210 / 280 from 160 / 240 / 320.,1.0
16944,Zac,Let's Bounce!,"Fixed a bug where Let's Bounce! was applying a 0.25 ability power ratio on every bounce rather than 0.4 on the first bounce, halved on subsequent bounces.",0.0
16945,Zac,Let's Bounce!,Tenacity reduced to 50% from 75%.,1.0
16946,Zed,Razor Shuriken,Damage dealt to secondary targets reduced to 45 / 69 / 93 / 117 / 141 (+0.6 bonus Attack Damage) from 60 / 92 / 124 / 156 / 188 (+0.8 bonus attack damage).,1.0
16947,Zed,Living Shadow,Vision radius of the Shadow reduced to 700 from 1300.,1.0
16948,Zed,Shadow Slash,Cooldown increased to 4 seconds from 3.,-1.0
16949,Zyra,Thorn Spitter and  Vine Lasher,Now correctly display their bonus damage from ability power.,1.0
16950,Zyra,Thorn Spitter and  Vine Lasher,Now benefit from  Banner of Command's minion damage aura.,1.0
16954,Nunu & Willump,Consume,Cooldown increased to 17 / 15 / 13 / 11 / 9 from 16 / 14 / 12 / 10 / 8.,-1.0
16955,Twisted Fate,Gate,Channel time reduced to 1.5 seconds from 2.,-1.0
16957,Lissandra,Iceborn (Innate),"After a brief cooldown, Lissandra's next ability costs no mana. Hitting an enemy with movement impairing abilities reduces Iceborn's cooldown.",-1.0
16958,Lissandra,Ice Shard (Q),"Lissandra throws a spear of ice that shatters on contact with the first enemy struck, dealing damage and slowing their movement speed for a short duration. Enemies behind the struck target also take damage.",1.0
16959,Lissandra,Ring of Frost (W),"Lissandra freezes the area around her, dealing damage to nearby enemies and rooting them for a short duration.",1.0
16960,Lissandra,Glacial Path (E),"Lissandra casts a slow-moving, long-range ice claw in a line, dealing damage to all enemies in its path. Re-activating Glacial Path teleports Lissandra to the claw's current location.",1.0
16961,Lissandra,Frozen Tomb (Ultimate),"On enemy cast: Lissandra freezes an enemy champion, damaging and stunning them briefly. Dark Ice emanates from the target, dealing damage and slowing nearby enemies.",1.0
16962,Lissandra,Frozen Tomb (Ultimate),"On self-cast: Lissandra encases herself in ice, rooting herself in place briefly and becoming untargetable and invulnerable. Dark Ice emanates from Lissandra, dealing damage and slowing nearby enemies.",1.0
16963,Sejuani,Stats,Base health reduced to 440 from 450.,1.0
16964,Sejuani,Stats,Health per level reduced to 95 from 85.,1.0
16965,Sejuani,Stats,Base attack damage reduced to 52 from 54.,1.0
16966,Sejuani,Stats,Attack damage per level reduced to 3.3 from 3.4.,1.0
16967,Sejuani,Stats,Armor per level reduced to 3 from 3.5.,1.0
16968,Sejuani,Frost Armor - New Innate,Damaging an enemy with an ability or basic attack grants 10 / 15 / 20 / 25 (based on level) bonus armor and reduces movement-slowing effects on Sejuani by 10 / 15 / 20 / 25 (based on level)% for 2 seconds.,1.0
16969,Sejuani,Frost Armor - New Innate,"Old Innate:  Frost: Sejuani's basic attacks apply Frost, reducing enemy movement speed by 10% for 3 seconds.",1.0
16970,Sejuani,Arctic Assault,Base damage reduced to 40 / 70 / 100 / 130 / 160 from 60 / 90 / 130 / 170 / 210.,1.0
16971,Sejuani,Arctic Assault,Now deals bonus damage equal to 4 / 6 / 8 / 10 / 12% of targets' maximum health (300 maximum to monsters).,1.0
16972,Sejuani,Arctic Assault,Now knocks up targets damaged by the charge.,1.0
16973,Sejuani,Arctic Assault,Mana cost increased to 80 / 85 / 90 / 95 / 100 mana from 70 / 75 / 80 / 85 / 90.,-1.0
16974,Sejuani,Arctic Assault,Cooldown decreased to 15 / 14 / 13 / 12 / 11 seconds from 19 / 17 / 15 / 13 / 11.,-1.0
16976,Sejuani,Flail of the Northern Winds,"New Active: Sejuani's next basic attack deals bonus magic damage to the target and enemies near it. She then swings her flail, dealing magic damage to nearby enemies. If the autoattack is not consumed or this ability is reactivated, Sejuani immediately starts swinging her flail.",1.0
16977,Sejuani,Flail of the Northern Winds,Bonus on-hit magic damage: 40 / 60 / 80 / 100 / 120 (+30% AP),1.0
16978,Sejuani,Flail of the Northern Winds,Area of effect damage adjusted to 80 / 120 / 160 / 200 / 240 (+16% of bonus health) (+60% AP) over 4 seconds from 72 / 120 / 168 / 216 / 264 (+6 / 7.5 / 9 / 10.5 / 12% of Sejuani's maximum health) (+60% AP) over 6 seconds.,1.0
16979,Sejuani,Flail of the Northern Winds,Area of effect damage no longer amplified on  Frosted targets.,1.0
16980,Sejuani,Flail of the Northern Winds,Cooldown adjusted to 11 / 10 / 9 / 8 / 7 seconds from 10.,-1.0
16981,Sejuani,Permafrost,New Passive: Sejuani's basic attacks and abilities apply  Frost.,1.0
16982,Sejuani,Permafrost,Slow increased at early ranks to 50 / 55 / 60 / 65 / 70% from 30 / 40 / 50 / 60 / 70%.,1.0
16983,Sejuani,Permafrost,Slow duration decreased at early ranks to 2 / 2.25 / 2.5 / 2.75 / 3 seconds from 3.,1.0
16984,Sejuani,Glacial Prison,Crowd control duration reduced to 1.5 / 1.75 / 2 seconds from 2.,1.0
16985,Sejuani,Glacial Prison,No longer halves stun duration on secondary targets on a direct hit.,1.0
